slug,title,category,url,inbound_links,outbound_links,words,stub,orphan,last_reviewed
joseph-stiglitz,Joseph Stiglitz,people,https://www.progress.org/wiki/joseph-stiglitz/,16,10,533,false,false,
josh-ryan-collins,Josh Ryan-Collins,people,https://www.progress.org/wiki/josh-ryan-collins/,13,8,283,false,false,
jubilee,Jubilee,concepts,https://www.progress.org/wiki/jubilee/,2,7,773,true,false,2026-07-09
kanemoto-ohkawara-suzuki-optimal-city-size,Agglomeration Economies and a Test for Optimal City Sizes in Japan,research,https://www.progress.org/wiki/kanemoto-ohkawara-suzuki-optimal-city-size/,4,7,1841,false,false,2026-07-04
kaplow-market-power,Market Power and Income Taxation,research,https://www.progress.org/wiki/kaplow-market-power/,3,3,547,false,false,2026-07-12
karl-fitzgerald,Karl Fitzgerald,people,https://www.progress.org/wiki/karl-fitzgerald/,6,8,368,false,false,2026-07-11
karl-marx,Karl Marx,people,https://www.progress.org/wiki/karl-marx/,1,9,717,false,false,2026-07-11
karl-widerquist,Karl Widerquist,people,https://www.progress.org/wiki/karl-widerquist/,4,6,221,true,false,2026-07-05
kerspien-madsen-strulik-buildings-labor-share,Capital Composition and the Decline of the Labor Share: Why Buildings Matter,research,https://www.progress.org/wiki/kerspien-madsen-strulik-buildings-labor-share/,2,6,582,false,false,2026-07-13
kindleberger-manias-panics-crashes,"Kindleberger & Aliber: Manias, Panics, and Crashes",research,https://www.progress.org/wiki/kindleberger-manias-panics-crashes/,1,5,509,true,false,2026-07-12
knoll-schularick-steger-house-prices,"No Price Like Home: Global House Prices, 1870–2012",research,https://www.progress.org/wiki/knoll-schularick-steger-house-prices/,32,8,1631,false,false,2026-07-12
kolbe-berlin-land-value-appraisal,"Land Value Appraisal Using Statistical Methods (Kolbe et al., Berlin)",research,https://www.progress.org/wiki/kolbe-berlin-land-value-appraisal/,9,6,1394,false,false,2026-07-12
kondratiev-waves,Kondratiev Long Waves,concepts,https://www.progress.org/wiki/kondratiev-waves/,1,4,393,true,false,2026-07-11
korinek-ng-digital-superstars,Digitization and the Macro-Economics of Superstars,research,https://www.progress.org/wiki/korinek-ng-digital-superstars/,6,12,2334,false,false,2026-07-09
korinek-stiglitz-ai-rents,"Korinek & Stiglitz — AI, Innovator Rents and Non-Distortionary Redistribution",research,https://www.progress.org/wiki/korinek-stiglitz-ai-rents/,8,14,1711,false,false,2026-07-12
kozminski-baek-alaska-inequality,Kozminski & Baek (2017): Can an Oil-Rich Economy Reduce Its Income Inequality? Alaska's PFD,research,https://www.progress.org/wiki/kozminski-baek-alaska-inequality/,2,5,625,false,false,2026-07-13
kuminoff-pope-land-boom-bust,Kuminoff & Pope (2013): The Value of Residential Land and Structures during the Great Housing Boom and Bust,research,https://www.progress.org/wiki/kuminoff-pope-land-boom-bust/,3,4,392,true,false,2026-07-12
kuminoff-pope-land-values,The Value of Residential Land and Structures during the Great Housing Boom and Bust (Kuminoff & Pope),research,https://www.progress.org/wiki/kuminoff-pope-land-values/,7,10,1342,false,false,2026-07-12
kurz-li-vine-are-millennials-different,Are Millennials Different?,research,https://www.progress.org/wiki/kurz-li-vine-are-millennials-different/,2,4,347,false,false,2026-07-10
kuznets-cycles,Kuznets Cycles,concepts,https://www.progress.org/wiki/kuznets-cycles/,1,5,441,true,false,2026-07-11
l-d-taylor,L.D. Taylor,people,https://www.progress.org/wiki/l-d-taylor/,4,7,1836,false,false,2026-07-12
la-cava-housing-capital-share,"Housing Prices, Mortgage Interest Rates and the Rising Share of Capital Income",research,https://www.progress.org/wiki/la-cava-housing-capital-share/,8,7,2222,false,false,2026-07-03
labor-theory-of-value,Labor Theory of Value,concepts,https://www.progress.org/wiki/labor-theory-of-value/,1,11,1305,true,false,2026-07-11
labour-land-campaign,Labour Land Campaign,organizations,https://www.progress.org/wiki/labour-land-campaign/,3,5,472,false,false,2026-07-12
laffer-curve-applies-to-lvt,"\""A 100% Land Tax Yields Zero Revenue (Laffer Curve)\""",objections,https://www.progress.org/wiki/laffer-curve-applies-to-lvt/,2,7,1183,true,false,2026-07-13
land-a-new-paradigm,Land: A New Paradigm for a Thriving World,books,https://www.progress.org/wiki/land-a-new-paradigm/,5,9,1533,false,false,2026-07-07
land-and-the-black-white-wealth-gap,Land and the Black–white wealth gap — an honest intersection,narratives,https://www.progress.org/wiki/land-and-the-black-white-wealth-gap/,3,10,2932,false,false,2026-07-12
land-as-commons,Land as Commons,concepts,https://www.progress.org/wiki/land-as-commons/,24,26,2778,false,false,2026-07-11
land-banking,Land Banking,concepts,https://www.progress.org/wiki/land-banking/,1,5,657,true,false,2026-07-11
land-bubble,Land Bubble,concepts,https://www.progress.org/wiki/land-bubble/,9,19,2546,false,false,2026-07-03
land-cannot-be-assessed,Objection: Land value can't be assessed accurately,objections,https://www.progress.org/wiki/land-cannot-be-assessed/,68,18,807,false,false,2026-07-12
land-capture-didnt-make-housing-cheap,Objection: Singapore and Hong Kong capture land value yet have costly housing,objections,https://www.progress.org/wiki/land-capture-didnt-make-housing-cheap/,18,6,334,false,false,
land-is-a-big-deal,"Land is a Big Deal: Why rent is too high, wages too low, and what we can do about it",books,https://www.progress.org/wiki/land-is-a-big-deal/,47,10,2026,false,false,2026-07-12
land-is-just-capital,"\""Land Is Just a Form of Capital\""",objections,https://www.progress.org/wiki/land-is-just-capital/,2,16,1783,false,false,2026-07-12
land-justice-and-indigenous-reconciliation,Land Justice and Indigenous Reconciliation — An Honest Intersection,narratives,https://www.progress.org/wiki/land-justice-and-indigenous-reconciliation/,3,15,2650,false,false,2026-07-10
land-matters-podcast,Land Matters Podcast (Lincoln Institute),research,https://www.progress.org/wiki/land-matters-podcast/,1,3,307,false,false,2026-07-12
land-monopoly,Land Monopoly,concepts,https://www.progress.org/wiki/land-monopoly/,48,21,1586,false,false,
land-no-longer-matters,Land Is Not a Big Deal Anymore (Krugman Objection),objections,https://www.progress.org/wiki/land-no-longer-matters/,1,10,1096,true,false,2026-07-13
land-ownership-secrecy,Veil of Secrecy over Land Ownership and Values,concepts,https://www.progress.org/wiki/land-ownership-secrecy/,1,5,702,true,false,2026-07-12
land-pooling,Land Pooling / Readjustment,concepts,https://www.progress.org/wiki/land-pooling/,1,8,825,true,false,2026-07-12
land-rent-could-fund-government,Land rent could fund a large share of government,problems,https://www.progress.org/wiki/land-rent-could-fund-government/,40,22,1373,false,false,2026-07-13
land-speculation,Land Speculation,concepts,https://www.progress.org/wiki/land-speculation/,47,16,1805,false,false,2026-07-10
land-speculation-causes-cycles,Narrative: Land Speculation Causes Boom and Bust,narratives,https://www.progress.org/wiki/land-speculation-causes-cycles/,46,32,4415,false,false,2026-07-10
land-speculation-is-productive,Objection: Land Speculation Performs a Useful Economic Function,objections,https://www.progress.org/wiki/land-speculation-is-productive/,1,7,1013,true,false,2026-07-12
land-tenure-reform-association,Land Tenure Reform Association,organizations,https://www.progress.org/wiki/land-tenure-reform-association/,5,11,651,false,false,2026-07-07
land-tenure-reform-programme-1871,"Programme of the Land Tenure Reform Association, with an Explanatory Statement (Mill, 1871)",texts,https://www.progress.org/wiki/land-tenure-reform-programme-1871/,4,4,3810,false,false,2026-07-09
land-value-capture,Land Value Capture,concepts,https://www.progress.org/wiki/land-value-capture/,54,22,841,false,false,
land-value-increment-tax,Land Value Increment Tax,concepts,https://www.progress.org/wiki/land-value-increment-tax/,10,14,2473,false,false,2026-07-09
land-value-tax,Land Value Tax,concepts,https://www.progress.org/wiki/land-value-tax/,254,31,2950,false,false,2026-07-12
land-value-tax-can-be-progressive,A land value tax can be progressive,benefits,https://www.progress.org/wiki/land-value-tax-can-be-progressive/,14,13,793,false,false,2026-07-13
landlords-cannot-pass-lvt-to-tenants,Landlords cannot pass a land value tax on to tenants,benefits,https://www.progress.org/wiki/landlords-cannot-pass-lvt-to-tenants/,41,21,1915,false,false,2026-07-13
lars-doucet,Lars Doucet,people,https://www.progress.org/wiki/lars-doucet/,16,9,343,false,false,
larson-us-land-value,New Estimates of Value of Land of the United States,research,https://www.progress.org/wiki/larson-us-land-value/,17,7,1629,false,false,2026-07-12
laurie-macfarlane,Laurie Macfarlane,people,https://www.progress.org/wiki/laurie-macfarlane/,2,4,254,true,false,2026-07-11
law-of-absorption,Law of Absorption,concepts,https://www.progress.org/wiki/law-of-absorption/,1,5,470,true,false,2026-07-12
law-of-diminishing-returns,Law of Diminishing Returns,concepts,https://www.progress.org/wiki/law-of-diminishing-returns/,2,5,373,true,false,2026-07-11
law-of-rent,Law of Rent,concepts,https://www.progress.org/wiki/law-of-rent/,30,17,2168,false,false,2026-07-15
lawson-purdy,Lawson Purdy,people,https://www.progress.org/wiki/lawson-purdy/,1,8,338,true,false,2026-07-11
leape-london-congestion-charge,The London Congestion Charge (Leape 2006),research,https://www.progress.org/wiki/leape-london-congestion-charge/,6,6,1055,false,false,2026-07-11
leo-tolstoy,Leo Tolstoy,people,https://www.progress.org/wiki/leo-tolstoy/,5,5,607,false,false,
leon-walras,Léon Walras,people,https://www.progress.org/wiki/leon-walras/,1,8,721,false,false,2026-07-11
letchworth,Letchworth Garden City,places,https://www.progress.org/wiki/letchworth/,1,5,439,true,false,2026-07-11
letwin-build-out-review,Independent Review of Build Out: Final Report (Letwin Review),research,https://www.progress.org/wiki/letwin-build-out-review/,2,7,796,false,false,2026-07-13
lewis-building-cycles,Lewis (1965): Building Cycles and Britain's Growth,research,https://www.progress.org/wiki/lewis-building-cycles/,2,5,963,true,false,2026-07-14
li-yao-house-price-welfare,'Li & Yao: Your House Just Doubled in Value? Don''t Uncork the Champagne Just,research,https://www.progress.org/wiki/li-yao-house-price-welfare/,1,5,622,true,false,2026-07-11
liberation-theology,Liberation Theology,concepts,https://www.progress.org/wiki/liberation-theology/,3,6,745,true,false,2026-07-09
lie-norwegian-oil-fund,Learning by Failing: The Origins of the Norwegian Oil Fund (Lie),research,https://www.progress.org/wiki/lie-norwegian-oil-fund/,5,6,655,false,false,2026-07-12
life-of-henry-george,"The Life of Henry George (Henry George Jr., 1900)",books,https://www.progress.org/wiki/life-of-henry-george/,5,4,390,false,false,2026-07-10
limehouse-speech-1909,The Limehouse Speech (1909),texts,https://www.progress.org/wiki/limehouse-speech-1909/,4,6,5470,false,false,2026-07-10
lincoln-institute,Lincoln Institute of Land Policy,organizations,https://www.progress.org/wiki/lincoln-institute/,16,4,247,false,false,
loffler-siegloch-german-pass-through,"Löffler & Siegloch, ""Welfare Effects of Property Taxation"" — German Rent Pass-Through",research,https://www.progress.org/wiki/loffler-siegloch-german-pass-through/,14,7,2767,false,false,2026-07-05
london,London,places,https://www.progress.org/wiki/london/,2,4,558,true,false,2026-07-11
long-depression,Long Depression (1873-1896),events,https://www.progress.org/wiki/long-depression/,1,5,443,true,false,2026-07-11
lost-generation-young-families-wealth,A Lost Generation? Long-Lasting Wealth Impacts on Young Families (St. Louis,research,https://www.progress.org/wiki/lost-generation-young-families-wealth/,2,4,652,false,false,2026-07-11
louis-f-post,Louis F. Post,people,https://www.progress.org/wiki/louis-f-post/,4,8,710,false,false,2026-07-07
lvt-austrian-critique,Objection: the Austrian critique of LVT,objections,https://www.progress.org/wiki/lvt-austrian-critique/,19,20,1051,false,false,2026-07-15
lvt-can-replace-capital-taxes-without-efficiency-loss,LVT can replace capital taxes without efficiency loss,benefits,https://www.progress.org/wiki/lvt-can-replace-capital-taxes-without-efficiency-loss/,16,15,975,false,false,2026-07-13
lvt-causes-overdevelopment,"\""LVT Causes Over-Development and Environmental Harm\""",objections,https://www.progress.org/wiki/lvt-causes-overdevelopment/,3,8,1513,true,false,2026-07-12
lvt-dampens-land-speculation,Land value taxation dampens land speculation,benefits,https://www.progress.org/wiki/lvt-dampens-land-speculation/,33,25,1758,false,false,2026-07-13
lvt-destroys-its-own-tax-base,A Full Land Tax Destroys Land's Selling Price and Its Own Tax Base,objections,https://www.progress.org/wiki/lvt-destroys-its-own-tax-base/,2,8,1700,true,false,2026-07-12
lvt-hurts-asset-rich-cash-poor,"Objection: LVT hurts the 'asset-rich, cash-poor'",objections,https://www.progress.org/wiki/lvt-hurts-asset-rich-cash-poor/,19,8,669,false,false,2026-07-13
lvt-hurts-farmers,Objection: LVT would hurt farmers and rural landowners,objections,https://www.progress.org/wiki/lvt-hurts-farmers/,8,8,557,false,false,2026-07-13
lvt-improves-housing-affordability,Land value taxation can improve housing affordability,benefits,https://www.progress.org/wiki/lvt-improves-housing-affordability/,28,25,2205,false,false,2026-07-13
lvt-invites-assessment-corruption,"\""LVT Enables Corrupt Assessors and Will Be Gamed\""",objections,https://www.progress.org/wiki/lvt-invites-assessment-corruption/,3,7,1159,false,false,2026-07-12
lvt-is-just-a-property-tax,Objection: LVT is just a property tax with extra steps,objections,https://www.progress.org/wiki/lvt-is-just-a-property-tax/,10,13,592,false,false,2026-07-13
lvt-is-socialism,"\""The Single Tax Is a Form of Socialism/Communism\""",objections,https://www.progress.org/wiki/lvt-is-socialism/,2,9,1037,true,false,2026-07-13
lvt-needs-zoning-reform-first,"\""LVT Is Useless Without Zoning Reform First\""",objections,https://www.progress.org/wiki/lvt-needs-zoning-reform-first/,3,9,888,true,false,2026-07-12
lvt-not-enough-revenue,Objection: LVT can't raise enough revenue,objections,https://www.progress.org/wiki/lvt-not-enough-revenue/,19,17,1068,false,false,2026-07-12
lvt-not-widely-adopted,"Objection: if LVT is so good, why has almost no one adopted it?",objections,https://www.progress.org/wiki/lvt-not-widely-adopted/,5,20,1163,false,false,2026-07-13
lvt-reduces-sprawl,Land value taxation reduces urban sprawl,benefits,https://www.progress.org/wiki/lvt-reduces-sprawl/,11,19,2026,false,false,2026-07-12
lvt-research-priorities-2025,'Advancing Land Value Taxation: Research Priorities for 2025 and Beyond',research,https://www.progress.org/wiki/lvt-research-priorities-2025/,3,4,153,false,false,
lvt-transition-wealth-shock,Objection: LVT inflicts a one-time wealth shock on current owners,objections,https://www.progress.org/wiki/lvt-transition-wealth-shock/,22,9,684,false,false,2026-07-13
lyytikainen-finland-three-rate,'Lyytikäinen (2009): Three-rate Property Taxation and Housing Construction,research,https://www.progress.org/wiki/lyytikainen-finland-three-rate/,3,5,469,false,false,2026-07-12
margin-of-production,Margin of Production,concepts,https://www.progress.org/wiki/margin-of-production/,19,14,851,false,false,2026-07-05
marginal-productivity,Marginal Productivity,concepts,https://www.progress.org/wiki/marginal-productivity/,9,15,2353,false,false,
marginalist-revolution,The Marginalist Revolution (1871-74),events,https://www.progress.org/wiki/marginalist-revolution/,1,9,680,true,false,2026-07-11
mariana-mazzucato,Mariana Mazzucato,people,https://www.progress.org/wiki/mariana-mazzucato/,7,12,758,false,false,2026-07-11
marica-brazil-basic-income,"'Welfare Effects of a Permanent Unconditional Cash Transfer: Maricá, Brazil",research,https://www.progress.org/wiki/marica-brazil-basic-income/,4,6,628,false,false,2026-07-12
marshall-single-tax-objection,Marshall's Objection to the Single Tax,objections,https://www.progress.org/wiki/marshall-single-tax-objection/,3,9,1130,true,false,2026-07-12
martin-adams,Martin Adams,people,https://www.progress.org/wiki/martin-adams/,3,6,339,true,false,2026-07-10
martinez-colombia-resource-rents,"Natural Resource Rents, Local Taxes, and Government Performance: Colombia",research,https://www.progress.org/wiki/martinez-colombia-resource-rents/,13,5,189,false,false,2026-07-12
marxist-critique-of-georgism,Marxist Class-Conflict Critique of Georgism,objections,https://www.progress.org/wiki/marxist-critique-of-georgism/,4,10,1102,true,false,2026-07-13
mason-gaffney,Mason Gaffney,people,https://www.progress.org/wiki/mason-gaffney/,37,10,485,false,false,
mass-appraisal-methods,Mass Appraisal Methods,concepts,https://www.progress.org/wiki/mass-appraisal-methods/,29,25,2178,false,false,2026-07-10
matthew-rognlie,Matthew Rognlie,people,https://www.progress.org/wiki/matthew-rognlie/,5,11,964,false,false,2026-07-04
mazzucato-mapping-rents,Mapping Modern Economic Rents,research,https://www.progress.org/wiki/mazzucato-mapping-rents/,16,8,297,false,false,
mazzucato-value-of-everything,'The Value of Everything: Making and Taking in the Global Economy',research,https://www.progress.org/wiki/mazzucato-value-of-everything/,4,5,3118,false,false,2026-07-09
mcgrath-spatial-scale-cities,"More Evidence on the Spatial Scale of Cities (McGrath, 2005)",research,https://www.progress.org/wiki/mcgrath-spatial-scale-cities/,2,5,739,false,false,2026-07-12
mckinsey-global-balance-sheet,McKinsey Global Institute (2021): The Rise and Rise of the Global Balance Sheet,research,https://www.progress.org/wiki/mckinsey-global-balance-sheet/,2,4,666,true,false,2026-07-12
meade-report,The Meade Report (1978): The Structure and Reform of Direct Taxation,research,https://www.progress.org/wiki/meade-report/,5,7,564,false,false,2026-07-12
meiji-land-tax-reform,Meiji Land Tax Reform (1873),events,https://www.progress.org/wiki/meiji-land-tax-reform/,1,4,571,true,false,2026-07-12
melbourne-land-boom-1880s,Melbourne Land Boom of the 1880s,events,https://www.progress.org/wiki/melbourne-land-boom-1880s/,1,7,643,true,false,2026-07-11
melichar-farm-income-asset-values,"'Melichar (1978): Farm Income and Asset Values, 1950-77'",research,https://www.progress.org/wiki/melichar-farm-income-asset-values/,2,3,461,true,false,2026-07-12
metcalf-stock-europe-carbon-taxes,The Macroeconomic Impact of Europe's Carbon Taxes (Metcalf & Stock),research,https://www.progress.org/wiki/metcalf-stock-europe-carbon-taxes/,5,5,828,false,false,2026-07-11
mian-sufi-verner-household-debt,"Mian, Sufi & Verner (2017): Household Debt and Business Cycles Worldwide",research,https://www.progress.org/wiki/mian-sufi-verner-household-debt/,3,9,965,false,false,2026-07-12
michael-davitt,Michael Davitt,people,https://www.progress.org/wiki/michael-davitt/,6,8,1061,false,false,2026-07-05
michael-hudson,Michael Hudson,people,https://www.progress.org/wiki/michael-hudson/,19,9,340,false,false,
mieszkowski-property-tax-incidence,The Property Tax: An Excise Tax or a Profits Tax?,research,https://www.progress.org/wiki/mieszkowski-property-tax-incidence/,14,7,2349,false,false,2026-07-12
mill-principles-land,Mill's Principles of Political Economy: The Land-Taxation Chapters,research,https://www.progress.org/wiki/mill-principles-land/,4,12,3037,false,false,2026-07-12
miller-dying-for-justice,Miller: Dying for Justice,research,https://www.progress.org/wiki/miller-dying-for-justice/,2,4,452,true,false,2026-07-12
miller-on-fairness-and-efficiency,"On Fairness and Efficiency (George Miller, 2000)",research,https://www.progress.org/wiki/miller-on-fairness-and-efficiency/,1,7,732,true,false,2026-07-12
milton-friedman,Milton Friedman,people,https://www.progress.org/wiki/milton-friedman/,5,7,581,false,false,2026-07-11
mirrlees-review,'The Mirrlees Review: Tax by Design',research,https://www.progress.org/wiki/mirrlees-review/,24,13,1873,false,false,2026-07-03
missemer-pottier-land-labor-capital,"Revisiting Land, Labor, and Capital in Neoclassical Economics",research,https://www.progress.org/wiki/missemer-pottier-land-labor-capital/,9,9,1872,false,false,2026-07-12
modelewska-value-capture-finance,'Modelewska: Financing Public Transport Using Value Capture Finance',research,https://www.progress.org/wiki/modelewska-value-capture-finance/,1,4,580,true,false,2026-07-11
modern-georgism-respected-economists,The Modern Georgism of Respected Economists,research,https://www.progress.org/wiki/modern-georgism-respected-economists/,11,8,230,false,false,
mohammad-rail-meta-analysis,A Meta-Analysis of the Impact of Rail Projects on Land and Property Values,research,https://www.progress.org/wiki/mohammad-rail-meta-analysis/,5,5,1887,false,false,2026-07-03
monaco,Monaco,places,https://www.progress.org/wiki/monaco/,1,5,393,true,false,2026-07-11
monopsony,Monopsony,concepts,https://www.progress.org/wiki/monopsony/,1,5,669,true,false,2026-07-11
moritz-schularick,Moritz Schularick,people,https://www.progress.org/wiki/moritz-schularick/,3,8,1398,false,false,2026-07-10
moses,Moses (1878),texts,https://www.progress.org/wiki/moses/,5,7,6670,false,false,2026-07-06
mtr-corporation,MTR Corporation (Hong Kong),organizations,https://www.progress.org/wiki/mtr-corporation/,1,5,324,true,false,2026-07-11
murphy-seegert-implicit-land-taxes,Implicit Land Taxes and Their Effect on the Real Economy,research,https://www.progress.org/wiki/murphy-seegert-implicit-land-taxes/,4,1,162,false,false,
murphy-shleifer-vishny-allocation-talent,'The Allocation of Talent: Implications for Growth',research,https://www.progress.org/wiki/murphy-shleifer-vishny-allocation-talent/,5,6,556,false,false,2026-07-10
murphy-shleifer-vishny-rent-seeking-growth,Why Is Rent-Seeking So Costly to Growth?,research,https://www.progress.org/wiki/murphy-shleifer-vishny-rent-seeking-growth/,4,6,523,false,false,2026-07-10
murray-rothbard,Murray Rothbard,people,https://www.progress.org/wiki/murray-rothbard/,6,5,1878,false,false,2026-07-05
myerson-satterthwaite-bilateral-trade,Myerson & Satterthwaite (1983): Efficient Mechanisms for Bilateral Trading,research,https://www.progress.org/wiki/myerson-satterthwaite-bilateral-trade/,1,5,1074,true,false,2026-07-14
nationalization-solves-the-land-problem,Objection: Nationalization or Socialism Solves the Land Problem,objections,https://www.progress.org/wiki/nationalization-solves-the-land-problem/,1,6,947,true,false,2026-07-13
natural-asset-companies,Natural Asset Companies,concepts,https://www.progress.org/wiki/natural-asset-companies/,1,7,632,true,false,2026-07-12
natural-common-wealth-economic-rent-canada,Natural Common Wealth and Economic Rent in Canada,research,https://www.progress.org/wiki/natural-common-wealth-economic-rent-canada/,11,14,2750,false,false,2026-07-09
netherlands,Netherlands,places,https://www.progress.org/wiki/netherlands/,1,5,618,false,false,2026-07-12
new-economics-foundation,New Economics Foundation,organizations,https://www.progress.org/wiki/new-economics-foundation/,1,5,403,true,false,2026-07-11
new-south-wales,"New South Wales, Australia",places,https://www.progress.org/wiki/new-south-wales/,11,13,742,false,false,2026-07-11
new-towns-act-1946,New Towns Act 1946,events,https://www.progress.org/wiki/new-towns-act-1946/,1,4,655,true,false,2026-07-12
new-york-city,New York City,places,https://www.progress.org/wiki/new-york-city/,1,4,437,true,false,2026-07-11
new-zealand,New Zealand,places,https://www.progress.org/wiki/new-zealand/,4,12,2128,false,false,2026-07-09
nicolaus-tideman,Nicolaus Tideman,people,https://www.progress.org/wiki/nicolaus-tideman/,13,6,275,false,false,
nielsson-wroblewski-yding-danish-lvt,"The Incidence and Efficiency of Land Value Taxation (Nielsson, Wroblewski &",research,https://www.progress.org/wiki/nielsson-wroblewski-yding-danish-lvt/,6,5,671,false,false,2026-07-12
nimbyism,NIMBYism,concepts,https://www.progress.org/wiki/nimbyism/,1,4,408,true,false,2026-07-12
noah-smith-on-georgism,Noah Smith on Georgism,research,https://www.progress.org/wiki/noah-smith-on-georgism/,1,1,160,false,false,
norway,Norway,places,https://www.progress.org/wiki/norway/,4,8,1017,false,false,2026-07-05
now-the-synthesis,"Now the Synthesis: Capitalism, Socialism and the New Social Contract",books,https://www.progress.org/wiki/now-the-synthesis/,5,10,2299,false,false,2026-07-10
oates-1969-capitalization,The Effects of Property Taxes and Local Public Spending on Property Values,research,https://www.progress.org/wiki/oates-1969-capitalization/,19,8,1725,false,false,2026-07-12
oates-schwab-pittsburgh,'The Impact of Urban Land Taxation: The Pittsburgh Experience',research,https://www.progress.org/wiki/oates-schwab-pittsburgh/,24,2,336,false,false,
oecd-taxation-economic-growth,Taxation and Economic Growth (OECD Working Paper 620),research,https://www.progress.org/wiki/oecd-taxation-economic-growth/,5,8,2214,false,false,2026-07-12
oecd-under-pressure-middle-class,'Under Pressure: The Squeezed Middle Class',research,https://www.progress.org/wiki/oecd-under-pressure-middle-class/,3,5,356,false,false,2026-07-10
oil-shocks-cause-recessions,"Objection: Oil Shocks, Not Land, Caused the 1970s Recessions",objections,https://www.progress.org/wiki/oil-shocks-cause-recessions/,2,7,1102,true,false,2026-07-13
oklahoma-land-rush,Oklahoma Land Rush (1889),events,https://www.progress.org/wiki/oklahoma-land-rush/,1,5,527,true,false,2026-07-11
opec,OPEC,organizations,https://www.progress.org/wiki/opec/,1,5,335,true,false,2026-07-11
open-letter-to-gorbachev,Open Letter to Gorbachev (1990),events,https://www.progress.org/wiki/open-letter-to-gorbachev/,4,6,221,true,false,2026-07-06
open-letter-to-pope-leo-xiii,The Condition of Labour: An Open Letter to Pope Leo XIII,texts,https://www.progress.org/wiki/open-letter-to-pope-leo-xiii/,2,0,1590,false,false,2026-07-06
optimal-city-size,Optimal City Size,concepts,https://www.progress.org/wiki/optimal-city-size/,6,9,1391,false,false,2026-07-12
overpopulation-causes-poverty,Overpopulation Causes Poverty (Malthusianism),objections,https://www.progress.org/wiki/overpopulation-causes-poverty/,2,7,1067,true,false,2026-07-13
oxford-review-george-2025,"Henry George, Land Speculation, and Economic Growth (Oxford Review, 2025)",research,https://www.progress.org/wiki/oxford-review-george-2025/,3,5,148,false,false,
palmon-smith-capitalization,New Evidence on Property Tax Capitalization,research,https://www.progress.org/wiki/palmon-smith-capitalization/,6,6,1962,false,false,2026-07-03
panic-of-1819,Land Boom of 1818 and Panic of 1819,events,https://www.progress.org/wiki/panic-of-1819/,1,9,935,true,false,2026-07-12
panic-of-1837,Land Boom of 1836 and Panic of 1837,events,https://www.progress.org/wiki/panic-of-1837/,3,7,1044,false,false,2026-07-12
panic-of-1873,Land Boom of 1869 and Panic of 1873,events,https://www.progress.org/wiki/panic-of-1873/,1,6,1128,false,false,2026-07-11
panic-of-1893,Land Boom of 1888 and Panic of 1893,events,https://www.progress.org/wiki/panic-of-1893/,1,6,773,true,false,2026-07-12
panic-of-1907,Panic of 1907,events,https://www.progress.org/wiki/panic-of-1907/,1,5,400,true,false,2026-07-11
panier-perez-gonzalez-villanueva-belgium-ace,Capital Structure and Taxes: What Happens When You (Also) Subsidize Equity?,research,https://www.progress.org/wiki/panier-perez-gonzalez-villanueva-belgium-ace/,4,6,974,false,false,2026-07-12
patel-secret-wealth-advantage,The Secret Wealth Advantage,books,https://www.progress.org/wiki/patel-secret-wealth-advantage/,25,9,855,false,false,2026-07-05
paul-samuelson,Paul Samuelson,people,https://www.progress.org/wiki/paul-samuelson/,1,6,531,true,false,2026-07-12
pennsylvania,Pennsylvania,places,https://www.progress.org/wiki/pennsylvania/,12,10,1096,false,false,2026-07-12
peoples-budget-1909,The People's Budget 1909/10: Lloyd George and Liberal Fiscal Policy,books,https://www.progress.org/wiki/peoples-budget-1909/,3,5,1626,false,false,2026-07-07
peoples-budget-speech-1909,The People's Budget: Speech Introducing the Finance Bill (1909),texts,https://www.progress.org/wiki/peoples-budget-speech-1909/,2,0,1627,false,false,2026-07-06
pete-daniel,Pete Daniel,people,https://www.progress.org/wiki/pete-daniel/,1,4,512,false,false,
peter-barnes,Peter Barnes,people,https://www.progress.org/wiki/peter-barnes/,4,4,487,false,false,
peter-mieszkowski,Peter Mieszkowski,people,https://www.progress.org/wiki/peter-mieszkowski/,1,6,1003,false,false,2026-07-05
petutschnig-runger-austria-ace,Petutschnig & Rünger (2022): Austria's Allowance for Corporate Equity and Capital Structure,research,https://www.progress.org/wiki/petutschnig-runger-austria-ace/,2,5,438,false,false,2026-07-12
phang-toh-singapore-congestion-pricing,'Road Congestion Pricing in Singapore: 1975 to 2003 (Phang & Toh 2004)',research,https://www.progress.org/wiki/phang-toh-singapore-congestion-pricing/,2,7,1057,false,false,2026-07-11
phelps-brown-weber-accumulation,"Phelps Brown & Weber (1953): Accumulation, Productivity and Distribution in the British Economy, 1870-1938",research,https://www.progress.org/wiki/phelps-brown-weber-accumulation/,1,3,800,false,false,2026-07-14
philip-snowden,Philip Snowden,people,https://www.progress.org/wiki/philip-snowden/,1,5,601,true,false,2026-07-12
philip-wicksteed,Philip Wicksteed,people,https://www.progress.org/wiki/philip-wicksteed/,7,6,217,true,false,2026-07-06
philippon-finance-efficiency,'Philippon (2015): Has the US Finance Industry Become Less Efficient?',research,https://www.progress.org/wiki/philippon-finance-efficiency/,7,7,539,false,false,
philippon-great-reversal,'The Great Reversal: How America Gave Up on Free Markets',research,https://www.progress.org/wiki/philippon-great-reversal/,3,6,3037,false,false,2026-07-10
